name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,name2,five_utr_len,cds_len,three_utr_len,total_exonic_len,is_ncrna
NM_007842,chr1,-,155302887,155334790,155303198,155330980,Dhx9,150,4152,311,4613,False
NM_177242,chr5,+,122734406,122774290,122734677,122770883,Pptc7,271,933,3407,4611,False
NM_001112731,chr7,+,28474358,28491501,28477520,28489086,Zfp607b,248,1947,2415,4610,False
NM_011799,chr11,+,98769464,98785256,98769565,98782519,Cdc6,101,1770,2737,4608,False
NM_007399,chr9,+,70526788,70628036,70527011,70625901,Adam10,223,2250,2135,4608,False
NM_199011,chr5,-,109076062,109089849,109077728,109089714,Dgkq,135,2805,1666,4606,False
NM_001163337,chr11,+,72774670,72806545,72774855,72805205,Atp2a3,185,3081,1340,4606,False
NM_175111,chr16,+,35770471,35828548,35770561,35825484,Hspbap1,90,1452,3064,4606,False
NM_173442,chr19,-,17400630,17431157,17403562,17404849,Gcnt1,387,1287,2932,4606,False
NM_198411,chr12,+,113826994,113853768,113838213,113850814,Inf2,121,3816,664,4601,False
NM_010603,chr11,+,60879305,60886769,60880202,60883969,Kcnj12,209,1590,2800,4599,False
NM_001130166,chr15,+,41279027,41692593,41367250,41690839,Oxr1,243,2601,1754,4598,False
NM_177333,chr13,-,74307252,74346148,74309520,74344528,Exoc3,60,2268,2268,4596,False
NM_023526,chr14,+,19103649,19116514,19109226,19112703,Nkiras1,205,579,3811,4595,False
NM_172450,chr17,-,29033339,29052269,29035832,29052178,Bnip5,91,2010,2493,4594,False
NM_023579,chr14,+,121310415,121347266,121310475,121346027,Ipo5,60,3294,1239,4593,False
NM_028722,chr11,+,98656829,98669173,98657144,98666746,Msl1,315,1851,2427,4593,False
NM_019670,chr14,-,87055163,87541031,87056129,87540921,Diaph3,110,3516,966,4592,False
NM_001115010,chr5,-,100871057,100927592,100873094,100914842,Lin54,303,2250,2037,4590,False
NM_146251,chr2,+,24831552,24909592,24831803,24909313,Pnpla7,251,4059,279,4589,False
NM_001033174,chr19,+,12040333,12068604,12040430,12066532,Osbp,97,2418,2072,4587,False
NM_010813,chr11,+,74644425,74659227,74644830,74656822,Mnt,405,1776,2405,4586,False
NM_172958,chr15,+,12134782,12201995,12134953,12199826,Mtmr12,171,2244,2169,4584,False
NM_001168288,chr15,-,76554414,76648596,76555411,76595994,Arhgap39,262,3324,997,4583,False
NM_033570,chr1,+,36528441,36565621,36528537,36563451,Cnnm4,96,2316,2170,4582,False
NM_028352,chr9,-,86446082,86465449,86448920,86464012,Pgm3,115,1629,2838,4582,False
NM_001127576,chr11,+,102526898,102543552,102527078,102542053,Meioc,180,2898,1499,4577,False
NM_010476,chr1,-,171879667,171899336,171883163,171899263,Hsd17b7,73,1005,3496,4574,False
NM_001163085,chrX,+,156426135,156561278,156426364,156560931,Map3k15,229,3996,347,4572,False
NM_010028,chrX,+,12858147,12871109,12858238,12868618,Ddx3x,91,1989,2491,4571,False
NM_001130149,chr15,+,12754569,12865046,12757030,12864877,Drosha,280,4122,169,4571,False
NM_001081204,chr5,+,150480804,150565174,150480911,150562181,B3glct,107,1470,2993,4570,False
NM_175306,chr4,-,131911838,131978361,131914183,131969000,Phactr4,140,2085,2345,4570,False
NM_025895,chr5,+,45911467,45920523,45911564,45916589,Med28,97,537,3934,4568,False
NM_007945,chr6,-,137425765,137597806,137427536,137487901,Eps8,330,2466,1771,4567,False
NM_001033300,chr3,+,63780064,63823000,63780205,63820656,Gmps,141,2082,2344,4567,False
NM_145515,chr1,-,186720302,186823428,186722402,186823351,Mark1,77,2388,2100,4565,False
NM_009041,chr9,+,51856045,51896843,51868996,51894584,Rdx,552,1752,2259,4563,False
NM_199016,chr17,-,44233258,44242757,44236261,44239590,Enpp4,183,1371,3003,4557,False
NM_023739,chr4,+,40917975,40973025,40918067,40971906,Nfx1,92,3345,1119,4556,False
NM_001100458,chr13,+,97841597,97899477,97861775,97896993,Fam169a,72,1998,2484,4554,False
NM_175341,chr14,+,120674890,120830920,120724460,120828171,Mbnl2,682,1122,2749,4553,False
NM_027901,chr5,-,31458378,31482517,31459921,31476845,Gtf3c2,284,2724,1543,4551,False
NM_026367,chr1,+,189039389,189175308,189039502,189172456,Gpatch2,113,1584,2852,4549,False
NM_021524,chr12,+,33505199,33538234,33505434,33535398,Nampt,235,1476,2836,4547,False
NM_145475,chr15,-,85969530,86016571,85971987,86016078,Cerk,493,1596,2457,4546,False
NM_146105,chr1,+,181476659,181557604,181509520,181555335,Cnst,140,2136,2269,4545,False
NM_001110208,chr7,+,28376570,28425845,28393726,28423160,Akt2,413,1446,2685,4544,False
NM_080795,chr5,-,147828230,147888148,147830496,147854016,Lnx2,213,2064,2266,4543,False
NM_016925,chr8,-,125792143,125842476,125792341,125842453,Fanca,23,4320,198,4541,False
NM_001081222,chr18,-,10566509,10610350,10567496,10595282,Esco1,1021,2532,987,4540,False
NM_025454,chr1,+,95700541,95718677,95700579,95714900,Ing5,38,723,3777,4538,False
NM_001172160,chr2,-,140483933,140497212,140485492,140487442,Flrt3,1028,1950,1559,4537,False
NM_008525,chr4,-,62167017,62181097,62170282,62175220,Alad,278,993,3265,4536,False
NM_027472,chr11,-,80173993,80191517,80177313,80191483,5730455P16Rik,34,1182,3320,4536,False
NM_010546,chr8,-,23769676,23817055,23771861,23816658,Ikbkb,132,2217,2185,4534,False
NM_010700,chr9,+,21528019,21554362,21528221,21552620,Ldlr,202,2589,1742,4533,False
NM_010435,chr16,+,18876842,18970401,18877575,18969649,Hira,733,3048,752,4533,False
NM_080446,chr10,-,119520663,119550021,119521867,119549918,Helb,103,3225,1204,4532,False
NM_022995,chr2,-,173049965,173102034,173053322,173101685,Pmepa1,349,825,3357,4531,False
NM_175104,chr18,+,34918503,34933414,34922300,34930512,Fam53c,447,1182,2902,4531,False
NM_024200,chr3,+,32428403,32478147,32430826,32476063,Mfn1,221,2226,2084,4531,False
NM_001163262,chr8,+,119780918,119985405,119781001,119983282,Cmip,83,2322,2123,4528,False
NM_001024135,chr14,+,79826317,79830845,79826536,79828609,Kbtbd7,219,2073,2236,4528,False
NM_019426,chr6,+,136467371,136555900,136508291,136555414,Atf7ip,120,3921,486,4527,False
NM_133196,chrX,+,130593714,130621361,130593903,130615852,Cstf2,189,1743,2594,4526,False
NM_028108,chr16,+,44139921,44163477,44140216,44159753,Naa50,295,507,3724,4526,False
NM_022420,chr7,-,126115553,126138725,126118672,126128158,Gprc5b,173,1233,3119,4525,False
NM_026120,chr19,+,18745248,18781691,18745489,18778611,Carnmt1,241,1203,3080,4524,False
NM_175460,chr1,+,154802230,154966391,154802238,154962800,Nmnat2,8,924,3591,4523,False
NM_176840,chr16,+,33185156,33243398,33185889,33241884,Osbpl11,733,2274,1514,4521,False
NM_146188,chr7,-,35422017,35437951,35425309,35435831,Kctd15,376,852,3292,4520,False
NM_024203,chr17,+,15533209,15570545,15538725,15568581,Fam120b,332,2361,1826,4519,False
NM_175498,chr14,+,67530044,67538898,67534965,67536063,Pnma2,585,1098,2835,4518,False
NM_134136,chr18,-,62663712,62708517,62664355,62700662,Fbxo38,290,3585,643,4518,False
NM_053193,chr15,-,76426237,76438021,76426314,76437908,Cpsf1,113,4326,77,4516,False
NM_146171,chr6,-,125118024,125141604,125118251,125139907,Ncapd2,108,4179,227,4514,False
NM_011112,chr12,+,107022906,107077153,107023116,107075070,Papola,210,2220,2083,4513,False
NM_172939,chr10,+,58684669,58689181,58684791,58686330,Sowahc,122,1539,2851,4512,False
NM_009191,chr7,+,108812264,108938682,108812324,108936267,Clpb,60,2034,2415,4509,False
NM_010121,chr6,+,70794508,70855235,70794719,70854282,Eif2ak3,211,3345,953,4509,False
NM_018828,chr2,+,90585714,90621177,90585754,90619808,Fnbp4,40,3093,1369,4502,False
NM_001110140,chr5,-,122906332,122952234,122907159,122951694,Atp2a2,540,3135,827,4502,False
NM_007602,chr7,-,105270068,105326784,105272382,105310590,Capn5,261,1923,2314,4498,False
NM_008702,chr11,-,78380669,78510927,78382422,78509768,Nlk,1159,1584,1753,4496,False
NM_023598,chr10,-,67558340,67741474,67559251,67741458,Arid5b,16,3567,911,4494,False
NM_177775,chr9,-,99210385,99258949,99212059,99258808,Esyt3,141,2676,1674,4491,False
NM_023051,chr4,+,148960576,149023008,148960790,149021673,Clstn1,214,2940,1335,4489,False
NM_207668,chr9,-,104190569,104240052,104193740,104239989,Acpp,63,1254,3171,4488,False
NM_001005508,chr1,+,173319090,173340370,173319397,173339472,Arhgap30,307,3282,898,4487,False
NM_019439,chr17,+,37182910,37211250,37183639,37209971,Gabbr1,324,2883,1279,4486,False
NM_008477,chr14,+,48283430,48356239,48283461,48353934,Ktn1,31,3984,470,4485,False
NM_053015,chr1,+,92811676,92847719,92818445,92845186,Mlph,178,1773,2533,4484,False
NM_001081128,chr13,-,12278806,12350380,12279271,12346240,Mtr,257,3762,465,4484,False
NM_139236,chr4,-,41061459,41071372,41062389,41071278,Nol6,94,3459,930,4483,False
NM_001135577,chr13,+,41345212,41371946,41345607,41368125,Smim13,395,267,3821,4483,False
NM_001146043,chr13,+,97907891,97951151,97911902,97949006,Gfm2,111,2226,2145,4482,False
NM_146131,chr3,+,89240625,89254874,89243472,89252688,Pbxip1,111,2184,2186,4481,False
NM_010638,chr19,+,23215715,23242618,23216244,23239402,Klf9,529,735,3216,4480,False
NM_026201,chr10,-,62206675,62255116,62207510,62253741,Ccar1,202,3441,835,4478,False
NM_011846,chr5,+,130090043,130115029,130090167,130112413,Mmp17,124,1737,2616,4477,False
NM_133201,chr4,-,147247694,147279018,147249497,147272747,Mfn2,399,2274,1803,4476,False
NM_199467,chr4,+,24423597,24530095,24424054,24529793,Mms22l,457,3717,302,4476,False
NM_133911,chr5,-,50351189,50450235,50351510,50450014,Adgra3,221,3933,321,4475,False
NM_178380,chr8,-,112071898,112089761,112072298,112086666,Dhx38,388,3687,400,4475,False
NM_001081071,chr17,+,73457324,73592706,73511166,73589560,Lclat1,197,1131,3146,4474,False
NM_001193303,chr10,+,57857120,57887439,57857166,57884203,Lims1,46,1191,3236,4473,False
NM_009125,chr5,+,122161617,122264959,122161644,122264375,Atxn2,27,3861,584,4472,False
NM_010771,chr18,+,35721811,35751699,35731677,35750084,Matr3,316,2541,1615,4472,False
NM_134077,chr14,-,105513356,105576531,105514413,105576069,Rbm26,462,2952,1057,4471,False
NM_016679,chr9,-,21034173,21043776,21035145,21042153,Keap1,1623,1875,972,4470,False
NM_010937,chr3,+,102862207,102871837,102862844,102867372,Nras,173,570,3727,4470,False
NM_028013,chr9,-,14158433,14185686,14161125,14185414,Endod1,272,1506,2692,4470,False
NM_175193,chr3,-,75680104,75760871,75681952,75760220,Golim4,651,1968,1848,4467,False
NM_008857,chr3,+,30894692,30951662,30894906,30949199,Prkci,214,1788,2463,4465,False
NM_008708,chr2,+,3201483,3246149,3201568,3243363,Nmt2,85,1590,2786,4461,False
NM_001190985,chr1,-,67047090,67085446,67050054,67085149,Lancl1,297,1200,2964,4461,False
NM_145540,chr3,-,90195301,90237558,90195949,90236872,Ints3,686,3126,648,4460,False
NM_001080746,chr5,-,134713701,134790630,134715382,134771478,Gtf2i,383,2997,1077,4457,False
NM_013924,chr13,-,23510229,23515735,23513841,23515701,Abt1,34,810,3612,4456,False
NM_172594,chr13,+,113717887,113759640,113718000,113759395,Dhx29,113,4098,245,4456,False
NM_008587,chr2,+,128524650,128628743,128524781,128627403,Mertk,131,2985,1340,4456,False
NM_001122818,chr8,+,3515410,3544263,3516544,3544028,Pnpla6,181,4038,235,4454,False
NM_201519,chr12,-,70904743,70994150,70906250,70993747,Map4k5,403,2544,1507,4454,False
NM_177429,chrX,-,162827964,162878636,162828947,162878226,Ofd1,410,3060,983,4453,False
NM_009615,chr12,-,21329369,21379493,21331136,21379293,Adam17,200,2484,1767,4451,False
NM_133992,chr10,+,127740390,127758414,127741267,127757821,Pan2,254,3603,593,4450,False
NM_001164099,chr19,+,53214932,53321816,53291310,53319780,Add3,292,2121,2036,4449,False
NM_001005419,chr10,-,67007258,67011703,67010750,67011521,Ado,182,771,3492,4445,False
NM_178659,chr11,+,59263546,59272069,59263746,59269108,Jmjd4,200,1284,2961,4445,False
NM_146218,chr8,-,113794843,113824122,113796919,113824080,Rfwd3,42,2325,2076,4443,False
NM_001009949,chr4,-,45408795,45421638,45412112,45413009,Slc25a51,223,897,3317,4437,False
NM_007835,chr6,+,83129582,83150112,83129866,83149805,Dctn1,284,3846,307,4437,False
NM_011711,chr15,-,99147642,99200913,99149356,99200733,Fmnl3,180,3087,1169,4436,False
NM_021280,chr2,+,160557045,160601496,160557552,160601104,Plcg1,134,3909,392,4435,False
NM_027777,chr5,+,3596065,3637230,3596388,3636855,Pex1,323,3735,375,4433,False
NM_016678,chr4,+,43888401,43957678,43888477,43956237,Reck,76,2916,1441,4433,False
NM_009864,chr8,+,109127249,109194147,109127394,109192515,Cdh1,145,2655,1632,4432,False
NM_021395,chr9,+,44187572,44200452,44188602,44199133,Hyou1,113,3000,1319,4432,False
NM_009955,chr14,-,67421700,67487437,67424181,67487205,Dpysl2,232,1719,2481,4432,False
NM_001081073,chr18,-,67776617,67801009,67778887,67800828,Cep76,181,1980,2270,4431,False
NM_008325,chr5,+,109089349,109114465,109098381,109112392,Idua,425,1932,2073,4430,False
NM_199056,chr13,+,49516610,49559943,49516754,49557128,Ippk,144,1470,2815,4429,False
NM_007983,chr4,+,109349231,109636565,109349632,109634487,Faf1,401,1950,2078,4429,False
NM_172506,chr16,-,44485157,44558983,44485724,44521353,Boc,528,3333,567,4428,False
NM_008255,chr13,-,97418918,97440891,97420533,97436640,Hmgcr,149,2664,1615,4428,False
NM_001199296,chr11,-,100337665,100389314,100338557,100384912,Acly,229,3306,892,4427,False
NM_001190409,chrX,-,103163423,103207141,103166802,103207102,Magt1,39,1008,3379,4426,False
NM_177630,chr15,-,84383827,84388253,84386891,84387623,Rtl6,630,732,3064,4426,False
NM_018829,chr14,-,21852963,21871664,21855824,21864982,Ap3m1,306,1257,2861,4424,False
NM_033623,chr3,-,35791026,35828996,35794541,35820067,Dcun1d1,171,735,3515,4421,False
NM_177352,chr9,+,96019847,96085046,96019869,96082199,Gk5,22,1551,2847,4420,False
NM_026327,chr12,+,73637343,73681200,73642406,73680542,Pcnx4,228,3534,658,4420,False
NM_007923,chr1,+,133904196,133923025,133910968,133920228,Elk4,330,1293,2797,4420,False
NM_027642,chrX,+,50265390,50310138,50269775,50306755,Phf6,269,1095,3056,4420,False
NM_015774,chr14,-,45902761,45938247,45905702,45938165,Ero1a,82,1395,2941,4418,False
NM_023328,chr13,-,59550895,59658708,59551497,59645779,Agtpbp1,158,3657,602,4417,False
NM_177591,chrX,-,47135713,47150922,47135993,47148495,Igsf1,182,3954,280,4416,False
NM_007982,chr15,-,73035534,73253621,73036477,73173757,Ptk2,312,3159,943,4414,False
NM_207232,chr13,-,48673237,48721041,48675104,48701723,Ptpdc1,302,2244,1867,4413,False
NM_001159404,chr11,+,60513201,60527688,60513362,60526547,Llgl1,161,3111,1141,4413,False
NM_007395,chr15,+,101004502,101044115,101004575,101041293,Acvr1b,73,1518,2822,4413,False
NM_013785,chr9,+,107904978,107951113,107926558,107948303,Ip6k1,300,1302,2810,4412,False
NM_026272,chr11,+,121098549,121117170,121098638,121114236,Narf,89,1389,2934,4412,False
NM_199012,chr7,+,108257288,108432919,108257532,108431047,Fchsd2,244,2295,1872,4411,False
NM_010577,chr15,-,103174717,103197222,103175699,103196957,Itga5,265,3162,982,4409,False
NM_029413,chrX,-,136356173,136406193,136357649,136405912,Morc4,281,2652,1476,4409,False
NM_009030,chr4,-,128984343,129012614,128987335,129012477,Rbbp4,137,1278,2992,4407,False
NM_008031,chrX,+,65931715,65971136,65931991,65968850,Fmr1,276,1845,2286,4407,False
NM_178647,chr16,+,64851826,64859317,64855398,64855902,Cggbp1,485,504,3415,4404,False
NM_001110197,chr10,-,29063981,29082248,29066614,29074102,Rnf146,691,1080,2633,4404,False
NM_026164,chr12,+,45370140,45414422,45383653,45412586,Pnpla8,237,2331,1836,4404,False
NM_010183,chr7,+,134622471,134635014,134622712,134633797,Fbrs,241,2943,1217,4401,False
NM_025757,chr11,+,60230646,60258779,60231157,60255544,Gid4,511,654,3235,4400,False
NM_027226,chr16,+,32877869,32909049,32877979,32905716,Fyttd1,110,954,3333,4397,False
NM_172015,chr13,+,49777498,49829636,49782761,49829110,Iars,81,3789,526,4396,False
NM_007881,chr6,-,124692561,124706505,124693089,124699791,Atn1,340,3528,528,4396,False
NM_152809,chr18,+,54021766,54115338,54055430,54112953,Csnk1g3,734,1275,2385,4394,False
NM_178772,chr3,+,27081925,27143833,27081999,27140740,Nceh1,74,1227,3093,4394,False
NM_175380,chr9,-,114808456,114843105,114811523,114842835,Gpd1l,270,1056,3067,4393,False
NM_174852,chr11,+,77796317,77844037,77796813,77843153,Phf12,496,3012,884,4392,False
NM_145070,chr5,+,124423636,124453224,124423771,124452174,Hip1r,135,3207,1050,4392,False
NM_001045528,chr4,-,61961375,62021630,61961940,62021456,Fkbp15,174,3651,565,4390,False
NM_175115,chr7,-,138532162,138553992,138535150,138540315,Ikzf5,142,1260,2988,4390,False
NM_001199265,chr10,+,25079603,25243324,25161392,25232886,Epb41l2,198,2967,1223,4388,False
NM_016776,chr11,+,72254828,72265272,72254885,72264976,Mybbp1a,57,4035,296,4388,False
NM_029081,chr6,-,142959439,143048672,142960527,143048287,C2cd5,249,3051,1088,4388,False
NM_016965,chr2,-,80340668,80421339,80341451,80421122,Nckap1,217,3387,783,4387,False
NM_207675,chr9,+,47338434,47661468,47338455,47658473,Cadm1,21,1371,2995,4387,False
NM_133886,chr4,+,126431013,126531580,126434170,126530597,AU040320,254,3147,983,4384,False
NM_176954,chr10,-,80921971,80945444,80925070,80945350,Celf5,94,1188,3099,4381,False
NM_019709,chr8,-,122032051,122082661,122032678,122071462,Mbtps1,588,3159,627,4374,False
NM_001080794,chr5,-,92481170,92512624,92483806,92502280,G3bp2,288,1449,2636,4373,False
NM_001037737,chr3,+,95238311,95301161,95238458,95299315,Arnt,147,2376,1846,4369,False
NM_008021,chr6,+,128313011,128325904,128315722,128323984,Foxm1,171,2274,1920,4365,False
NM_001014996,chr14,-,57145597,57190683,57145755,57183943,Cenpj,170,4035,158,4363,False
NM_001159571,chr5,+,137791336,137815750,137791825,137814869,Ephb4,489,2991,881,4361,False
NM_133852,chr2,+,32143845,32163433,32143868,32162140,Golga2,23,3045,1293,4361,False
NM_172663,chr2,+,49307005,49407129,49307325,49405518,Epc2,320,2427,1611,4358,False
NM_001081059,chr13,-,43633774,43655560,43637042,43655495,Mcur1,65,1023,3268,4356,False
NM_133765,chr8,-,124073342,124102706,124076122,124102655,Fbxo31,51,1524,2780,4355,False
NM_026493,chr1,+,10028298,10126849,10035166,10126226,Cspp1,137,3594,623,4354,False
NM_020010,chr5,-,4080673,4104697,4083124,4104307,Cyp51,390,1512,2451,4353,False
NM_001081234,chr5,+,108741831,108778378,108741943,108777069,Pigg,112,2928,1309,4349,False
NM_175226,chr15,+,58720783,58733945,58720868,58731689,Rnf139,85,2007,2256,4348,False
NM_023670,chr6,-,49035216,49164953,49037340,49164470,Igf2bp3,483,1740,2124,4347,False
NM_007659,chr10,-,68797895,68815660,68801245,68812880,Cdk1,103,894,3350,4347,False
NM_011075,chr5,+,8798146,8866314,8798741,8865950,Abcb1b,149,3831,364,4344,False
NM_013827,chr5,+,108494692,108538238,108494979,108535964,Mtf2,287,1782,2274,4343,False
NM_173382,chr3,+,53267716,53285677,53268196,53284556,Proser1,480,2742,1121,4343,False
NM_146087,chr18,+,61714926,61749974,61715404,61747087,Csnk1a1,478,978,2887,4343,False
NM_153129,chr19,-,5133684,5273119,5134909,5272888,Pacs1,231,2886,1225,4342,False
NM_026622,chr3,+,40698180,40742060,40708823,40739315,Abhd18,201,1395,2745,4341,False
NM_028370,chr17,-,55790488,55851934,55792703,55845412,Pot1b,203,1923,2215,4341,False
NM_145382,chr13,-,55640676,55672481,55642985,55657457,Fam193b,1606,2337,398,4341,False
NM_144731,chr8,-,60002621,60131852,60004910,60131775,Galnt7,77,1974,2289,4340,False
NM_130878,chr14,-,37891034,37911533,37892590,37911329,Cdhr1,204,2580,1556,4340,False
NM_010052,chr12,+,110691664,110701546,110691869,110698570,Dlk1,205,1158,2976,4339,False
NM_001113179,chr2,-,127625935,127657595,127626978,127657481,Bub1,114,3180,1043,4337,False
NM_134015,chr11,+,32542554,32646814,32542890,32642620,Fbxw11,336,1692,2309,4337,False
NM_027909,chr9,-,44117319,44128365,44119138,44127971,C2cd2l,394,2121,1819,4334,False
NM_030167,chrX,-,50596591,50622982,50599322,50622150,Fam122b,832,771,2731,4334,False
NM_011625,chr12,-,113066668,113146266,113067552,113146081,Ppp1r13b,185,3264,884,4333,False
NM_008786,chr10,-,7347642,7383406,7357843,7383101,Pcmt1,305,858,3169,4332,False
NM_010164,chr1,-,14159038,14300280,14160996,14292974,Eya1,608,1764,1958,4330,False
NM_172261,chr11,+,94852525,94868212,94852861,94866672,Ppp1r9b,336,2454,1540,4330,False
NM_001013761,chr16,-,26957320,26991738,26960339,26990015,Gmnc,290,1020,3019,4329,False
NM_011100,chr3,-,146392542,146475910,146395551,146475647,Prkacb,263,1056,3009,4328,False
NM_011163,chr17,-,79251889,79281912,79254478,79277597,Eif2ak2,189,1548,2589,4326,False
NM_134141,chr8,-,97343718,97362240,97346996,97356571,Ciapin1,118,930,3278,4326,False
NM_016775,chr2,+,181255189,181287585,181281086,181284081,Dnajc5,224,597,3504,4325,False
NM_010764,chr8,+,87607167,87622638,87607228,87621416,Man2b1,61,3042,1222,4325,False
NM_029665,chr13,-,107584518,107727038,107585710,107715230,Ipo11,205,2928,1192,4325,False
NM_001003961,chr2,+,153475184,153513466,153487166,153512135,Dnmt3b,413,2580,1331,4324,False
NM_177240,chr8,-,48575481,48618824,48576227,48616209,Trappc11,174,3402,746,4322,False
NM_178397,chr13,+,54723144,54765424,54723201,54762497,Faf2,57,1338,2927,4322,False
NM_012048,chr13,-,97250641,97312534,97252124,97289115,Polk,280,2559,1483,4322,False
NM_008999,chr1,+,33776740,33799409,33780695,33796237,Rab23,435,714,3172,4321,False
NM_007386,chr4,+,40090297,40146042,40110781,40144700,Aco1,307,2670,1342,4319,False
NM_197945,chr2,-,130458500,130468580,130460501,130463692,Lzts3,215,2103,2001,4319,False
NM_144831,chr11,+,101594269,101628671,101594354,101628173,Dhx8,85,3735,498,4318,False
NM_001199272,chr10,-,52056829,52101930,52059528,52101704,Gopc,226,1392,2699,4317,False
NM_001013806,chr3,+,157609963,157670998,157610490,157668834,Ankrd13c,527,1626,2164,4317,False
NM_025828,chr13,-,55445193,55464144,55448237,55463950,Lman2,194,1077,3044,4315,False
NM_172814,chr15,-,39702135,39775540,39703560,39775228,Lrp12,312,2577,1425,4314,False
NM_172285,chr8,+,120022174,120159042,120028080,120158727,Plcg2,201,3798,315,4314,False
NM_021292,chr5,-,37690409,37728120,37691615,37728032,Evc,88,3018,1206,4312,False
NM_207223,chr4,+,155265983,155281360,155266503,155280069,Acap3,520,2501,1291,4312,False
NM_008860,chr4,-,154634226,154735537,154636552,154735331,Prkcz,206,1779,2326,4311,False
NM_001166457,chrX,+,72661966,72699340,72662057,72695459,Brcc3,91,876,3343,4310,False
NM_007960,chr12,+,39506668,39594802,39507521,39592356,Etv1,427,1434,2446,4307,False
NM_019552,chr8,-,126476358,126507022,126478207,126506713,Abcb10,309,2148,1849,4306,False
NM_146150,chr4,+,108673259,108734376,108673437,108733735,Nrd1,178,3486,641,4305,False
NM_021605,chr1,-,140380413,140516334,140383576,140458336,Nek7,232,909,3163,4304,False
NM_025788,chr8,-,87194377,87211761,87196940,87201143,Nacc1,196,1545,2563,4304,False
NM_010284,chr15,-,3267754,3533352,3269741,3407999,Ghr,362,1953,1987,4302,False
NM_001163457,chr3,-,137752818,137806382,137754018,137797069,Mttp,372,2730,1200,4302,False
NM_028087,chr9,-,69879302,69885895,69881777,69883091,Gcnt3,512,1314,2475,4301,False
NM_013495,chr19,+,3323300,3385733,3349201,3383841,Cpt1a,87,2322,1892,4301,False
NM_009431,chr7,+,118172464,118199891,118172650,118199299,Ctr9,186,3522,592,4300,False
NM_001025093,chr2,-,73654565,73730696,73656978,73701273,Atf2,423,1464,2413,4300,False
NM_172698,chr4,+,115410677,115449932,115411263,115447808,Efcab14,586,1590,2124,4300,False
NM_001159500,chr12,+,87702066,87862578,87702486,87860015,Esrrb,420,1317,2563,4300,False
NM_001081420,chr4,+,56815200,56822477,56815483,56819043,Abitram,283,582,3434,4299,False
NM_011048,chr7,+,73007021,73195272,73007056,73193889,Pcsk6,35,2880,1383,4298,False
NM_026585,chr6,+,116158050,116212689,116158224,116212492,Washc2,95,4005,197,4297,False
NM_001163749,chr8,+,3587449,3609075,3587811,3608903,Camsap3,362,3762,172,4296,False
NM_025558,chr8,+,109674560,109711370,109674611,109707568,Cyb5b,51,441,3802,4294,False
NM_033072,chr10,-,126719011,126726074,126719888,126724570,Mbd6,398,3018,877,4293,False
NM_145633,chr7,+,36371265,36424256,36376799,36423263,Ankrd27,152,3147,993,4292,False
NM_025823,chr6,-,86335999,86347144,86338706,86347078,Pcyox1,66,1518,2707,4291,False
NM_007597,chr11,-,50107458,50139175,50109783,50125279,Canx,188,1776,2325,4289,False
NM_194339,chr6,-,118333398,118369435,118333668,118368602,Bms1,163,3855,270,4288,False
NM_008844,chr10,+,80755707,80782719,80755803,80780513,Pip5k1c,96,1986,2206,4288,False
NM_133865,chr3,-,103604527,103613310,103606890,103613011,Dclre1b,299,1626,2363,4288,False
NM_016810,chr11,-,76540103,76577080,76543610,76577052,Gosr1,28,753,3507,4288,False
NM_015822,chr14,-,103479455,103498749,103482083,103494757,Fbxl3,372,1287,2628,4287,False
NM_198831,chr7,-,107694292,107731644,107697821,107731524,Mrpl48,120,636,3529,4285,False
NM_145354,chr13,+,69750893,69774657,69750970,69772729,Nsun2,77,2274,1928,4279,False
NM_001166553,chr11,+,44332878,44368479,44338461,44365325,Rnf145,324,801,3154,4279,False
NM_001159910,chr12,-,109441809,109513603,109444554,109513343,Ccdc85c,260,1263,2745,4268,False
NM_054070,chr8,+,126001761,126027816,126001809,126025966,Afg3l1,48,2370,1850,4268,False
NM_028102,chr8,-,26835795,26864752,26838127,26863639,Ddhd2,101,2100,2066,4267,False
NM_011263,chr5,+,77694518,77712722,77696965,77712009,Rest,304,3249,713,4266,False
NM_020035,chr4,-,43030497,43038646,43030780,43037969,Pigo,677,3306,283,4266,False
NM_019570,chr1,-,38109630,38186511,38109931,38165302,Rev1,215,3750,301,4266,False
NM_153501,chr2,+,131088235,131124924,131088304,131122059,Pank2,69,1332,2865,4266,False
NM_001163355,chr11,+,80022552,80081409,80022749,80079361,Rhot1,197,2019,2048,4264,False
NM_010830,chr17,+,88374389,88390232,88374488,88390145,Msh6,99,4077,87,4263,False
NM_025937,chrX,+,34666757,34690741,34666990,34687960,Nkap,233,1248,2781,4262,False
NM_182997,chr3,+,97462134,97476990,97462536,97473728,Prkab2,183,816,3262,4261,False
NM_001080549,chrX,-,108688812,108810688,108690881,108785098,Hdx,113,2079,2069,4261,False
NM_010433,chr6,-,38647838,38826189,38648133,38825816,Hipk2,373,3591,295,4259,False
NM_153057,chr7,+,53289065,53339582,53289201,53339104,Nomo1,136,3645,478,4259,False
NM_138604,chrX,+,7418956,7453752,7419242,7451480,Otud5,286,1701,2272,4259,False
NM_172896,chr7,+,27220131,27261161,27229230,27260158,Nlrp4a,307,2949,1003,4259,False
NM_015732,chr11,+,108781662,108812095,108784601,108810709,Axin2,349,2523,1386,4258,False
